INFO:root:Number of parameters: 369498
INFO:root:000: Acc-tr:  52.15, Acc-val:  51.02, L-tr: 1.3028, L-val: 1.3214
INFO:root:267: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5802
INFO:root:268: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0001, L-val: 0.5782
INFO:root:269: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5802
INFO:root:270: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5781
INFO:root:271: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0001, L-val: 0.5806
INFO:root:272: Acc-tr: 100.00, Acc-val:  88.13, L-tr: 0.0001, L-val: 0.5790
INFO:root:273: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5802
INFO:root:274: Acc-tr: 100.00, Acc-val:  88.11, L-tr: 0.0001, L-val: 0.5785
INFO:root:275: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5806
INFO:root:276: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5766
INFO:root:277: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5773
INFO:root:278: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5811
INFO:root:279: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5819
INFO:root:280: Acc-tr: 100.00, Acc-val:  88.17, L-tr: 0.0001, L-val: 0.5786
INFO:root:281: Acc-tr: 100.00, Acc-val:  88.12, L-tr: 0.0001, L-val: 0.5782
INFO:root:282: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5790
INFO:root:283: Acc-tr: 100.00, Acc-val:  88.11, L-tr: 0.0001, L-val: 0.5779
INFO:root:284: Acc-tr: 100.00, Acc-val:  87.99, L-tr: 0.0001, L-val: 0.5793
INFO:root:285: Acc-tr: 100.00, Acc-val:  88.14, L-tr: 0.0001, L-val: 0.5780
INFO:root:286: Acc-tr: 100.00, Acc-val:  88.14, L-tr: 0.0001, L-val: 0.5801
INFO:root:287: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5792
INFO:root:288: Acc-tr: 100.00, Acc-val:  87.98, L-tr: 0.0001, L-val: 0.5839
INFO:root:289: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5799
INFO:root:290: Acc-tr: 100.00, Acc-val:  88.16, L-tr: 0.0001, L-val: 0.5783
INFO:root:291: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5814
INFO:root:292: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5777
INFO:root:293: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5782
INFO:root:294: Acc-tr: 100.00, Acc-val:  88.12, L-tr: 0.0001, L-val: 0.5782
INFO:root:295: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5804
INFO:root:296: Acc-tr: 100.00, Acc-val:  88.11, L-tr: 0.0001, L-val: 0.5789
INFO:root:297: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5773
INFO:root:298: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5777
INFO:root:299: Acc-tr: 100.00, Acc-val:  88.11, L-tr: 0.0001, L-val: 0.5796
