INFO:root:Number of parameters: 272282
INFO:root:000: Acc-tr:  62.31, Acc-val:  61.01, L-tr: 1.0435, L-val: 1.0677
INFO:root:267: Acc-tr: 100.00, Acc-val:  87.95, L-tr: 0.0001, L-val: 0.5701
INFO:root:268: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5693
INFO:root:269: Acc-tr: 100.00, Acc-val:  87.91, L-tr: 0.0001, L-val: 0.5698
INFO:root:270: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5653
INFO:root:271: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5695
INFO:root:272: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5686
INFO:root:273: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5661
INFO:root:274: Acc-tr: 100.00, Acc-val:  87.91, L-tr: 0.0001, L-val: 0.5747
INFO:root:275: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5718
INFO:root:276: Acc-tr: 100.00, Acc-val:  88.09, L-tr: 0.0001, L-val: 0.5715
INFO:root:277: Acc-tr: 100.00, Acc-val:  88.00, L-tr: 0.0001, L-val: 0.5732
INFO:root:278: Acc-tr: 100.00, Acc-val:  88.08, L-tr: 0.0001, L-val: 0.5697
INFO:root:279: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5727
INFO:root:280: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5678
INFO:root:281: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5697
INFO:root:282: Acc-tr: 100.00, Acc-val:  88.05, L-tr: 0.0001, L-val: 0.5723
INFO:root:283: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5764
INFO:root:284: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5724
INFO:root:285: Acc-tr: 100.00, Acc-val:  88.01, L-tr: 0.0001, L-val: 0.5685
INFO:root:286: Acc-tr: 100.00, Acc-val:  87.93, L-tr: 0.0001, L-val: 0.5731
INFO:root:287: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5688
INFO:root:288: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5699
INFO:root:289: Acc-tr: 100.00, Acc-val:  88.03, L-tr: 0.0001, L-val: 0.5706
INFO:root:290: Acc-tr: 100.00, Acc-val:  88.04, L-tr: 0.0001, L-val: 0.5700
INFO:root:291: Acc-tr: 100.00, Acc-val:  88.10, L-tr: 0.0001, L-val: 0.5677
INFO:root:292: Acc-tr: 100.00, Acc-val:  88.06, L-tr: 0.0001, L-val: 0.5687
INFO:root:293: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5682
INFO:root:294: Acc-tr: 100.00, Acc-val:  87.96, L-tr: 0.0001, L-val: 0.5753
INFO:root:295: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5694
INFO:root:296: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5649
INFO:root:297: Acc-tr: 100.00, Acc-val:  88.02, L-tr: 0.0001, L-val: 0.5664
INFO:root:298: Acc-tr: 100.00, Acc-val:  87.97, L-tr: 0.0001, L-val: 0.5730
INFO:root:299: Acc-tr: 100.00, Acc-val:  88.13, L-tr: 0.0001, L-val: 0.5680
